dwelling_id;trans_date;trans_dwelling_rooms;trans_dwelling_floor_area;trans_dwelling_storey;trans_dwelling_spaces;trans_dwelling_spaces_floor_area;trans_dwelling_price;trans_dwelling_price_m2;lon;lat;pzn_precinct;pzn_district
07237_00535;2009-05-22;3;45.46;4;;;234000;5147.38;16.924843;52.410326;Stare Miasto;Nowe Miasto
00770_02371;2009-05-22;4;62.5;0;1;7.5;328000;5248;16.874254;52.44574;Strzeszyn;Jezyce
06697_02510;2009-05-22;2;61.9;3;;;310000;5008.08;16.947314;52.4494649;Naramowice;Nowe Miasto
00579_03404;2009-05-22;2;37;2;1;3.5;95000;2567.57;16.8974225;52.4293494;Solacz;Jezyce
00110_10997;2009-05-22;4;67.39;;1;7.4;355000;5267.84;16.988324;52.411761;Warszawskie-Pomet-Maltanskie;Stare Miasto
00299_11742;2009-05-22;1;34.29;2;;;154205;4497.08;16.9750989;52.3112391;Gluszyna;Stare Miasto
01258_00529;2009-05-25;;51.4;;1;5.9;240000;4669.26;16.8905278;52.4107981;Jezyce;Jezyce
00828_01053;2009-05-25;3;44.9;2;1;7.1;253000;5634.74;16.874699;52.446607;Strzeszyn;Jezyce
02938_01384;2009-05-25;4;47.2;8;1;2.8;255000;5402.54;16.884909;52.3874499;Gorczyn;Grunwald
01128_02114;2009-05-25;3;42.05;0;;;180000;4280.62;16.897195;52.413103;Jezyce;Jezyce
08305_03417;2009-05-25;5;73.8;2;1;2.9;340000;4607.05;16.917146;52.4332939;Winiary;Jezyce
04728_05152;2009-05-25;3;106.2;5;;;390000;3672.32;16.8984436;52.398693;Sw. Lazarz;Grunwald
06599_06968;2009-05-25;3;52.81;3;;;295000;5586.06;16.942017;52.4547229;Naramowice;Nowe Miasto
08534_07081;2009-05-25;4;65.5;11;;;260000;3969.47;16.9149992;52.4451938;Piatkowo;Nowe Miasto
10987_11248;2009-05-25;3;45.32;4;;;193000;4258.61;16.9056289;52.3703079;Zielony Debiec;Wilda
01177_00949;2009-05-26;3;44.2;;;;200000;4524.89;16.8904087;52.4120109;Jezyce;Jezyce
08652_02535;2009-05-26;2;32.8;;;;180000;5487.8;16.948171;52.4290649;Stare Winogrady;Nowe Miasto
03940_02556;2009-05-26;2;36.3;;;;191000;5261.71;16.902786;52.401303;Sw. Lazarz;Grunwald
05093_02738;2009-05-26;3;35.1;;;;177000;5042.74;16.8847047;52.3887715;Sw. Lazarz;Grunwald
03873_03693;2009-05-26;4;44.7;;;;233000;5212.53;16.8761239;52.4085879;Grunwald Polnoc;Grunwald
04909_07165;2009-05-26;2;46.3;1;1;2.9;150000;3239.74;16.8969995;52.3900755;Sw. Lazarz;Grunwald
12144_11500;2009-05-26;3;48.8;16;;;200000;4098.36;16.983802;52.392468;Chartowo;Stare Miasto
00772_01144;2009-05-27;3;56.9;;1;7.8;275000;4833.04;16.876959;52.4454549;Strzeszyn;Jezyce
01768_02066;2009-05-27;2;34.2;;1;7.8;220000;6432.75;16.8830304;52.4160606;Ogrody;Jezyce
04933_02644;2009-05-27;2;42;4;1;14.4;310000;7380.95;16.8778349;52.406366;Grunwald Polnoc;Grunwald
11315_11497;2009-05-27;3;51.3;0;;;425000;8284.6;16.9170146;52.3778714;Wilda;Wilda
07236_00427;2009-05-28;2;28;2;;3.3;220000;7857.14;16.924329;52.41039;Stare Miasto;Nowe Miasto
04874_01003;2009-05-28;2;38.6;1;;;160000;4145.08;16.9052338;52.396609;Sw. Lazarz;Grunwald
07058_02621;2009-05-28;4;66.76;3;;;415000;6216.3;16.9449936;52.455762;Naramowice;Nowe Miasto
03382_05535;2009-05-28;6;91.4;;1;2.02;360000;3938.73;16.8592979;52.3866736;Grunwald Poludnie;Grunwald
03456_05598;2009-05-28;3;42.4;1;1;2.48;196000;4622.64;16.8629074;52.3868597;Grunwald Poludnie;Grunwald
09882_06092;2009-05-28;5;73.7;4;;;350000;4748.98;16.9212059;52.459058;Piatkowo;Nowe Miasto
06769_06388;2009-05-28;2;39.02;0;;;245000;6278.83;16.952713;52.444731;Naramowice;Nowe Miasto
00231_09836;2009-05-28;4;62.9;;1;7.8;255000;4054.05;16.9640239;52.3152009;Gluszyna;Stare Miasto
11353_10775;2009-05-28;1;27;5;;;155000;5740.74;16.9115919;52.3898285;Wilda;Wilda
11619_11513;2009-05-28;5;74;0;1;9.52;296000;4000;16.9237249;52.3929209;Wilda;Wilda
00784_00581;2009-05-29;4;74.5;;2;18.2;420000;5637.58;16.9131019;52.4322427;Winiary;Jezyce
08763_00976;2009-05-29;3;50.5;;1;;245000;4851.49;16.8739886;52.4491341;Strzeszyn;Jezyce
03874_01313;2009-05-29;3;37.3;2;;;180000;4825.74;16.8812058;52.4106249;Grunwald Polnoc;Grunwald
00785_01450;2009-05-29;4;76.2;;;10.7;440000;5774.28;16.873461;52.448108;Strzeszyn;Jezyce
07729_01862;2009-05-29;3;39.7;;;;194000;4886.65;16.9241636;52.406348;Stare Miasto;Nowe Miasto
01433_02279;2009-05-29;3;44.3;;;;165000;3724.6;16.9094481;52.4110668;Jezyce;Jezyce
08360_03427;2009-05-29;5;72.9;3;1;4.1;320000;4389.57;16.917146;52.4332939;Winiary;Jezyce
01770_05769;2009-05-29;3;47.43;;1;6.09;291000;6135.36;16.9053846;52.4130465;Jezyce;Jezyce
02747_06228;2009-05-29;4;79.6;0;;;370000;4648.24;16.890351;52.386967;Gorczyn;Grunwald
02415_11083;2009-05-29;2;46.9;4;;;352000;7505.33;16.9666649;52.3960887;Rataje;Stare Miasto
00300_11750;2009-05-29;1;43.12;1;;;193918;4497.17;16.9750989;52.3112391;Gluszyna;Stare Miasto
01395_00927;2009-06-01;2;36;;;;177500;4930.56;16.8939112;52.4154181;Jezyce;Jezyce
08752_02069;2009-06-01;5;64.9;3;1;3.7;298000;4591.68;16.9278656;52.4400458;Nowe Winogrady Polnoc;Nowe Miasto
04157_03157;2009-06-01;3;49.1;;;;218000;4439.92;16.8892566;52.3930517;Sw. Lazarz;Grunwald
01547_05970;2009-06-01;3;48.88;4;;;258000;5278.23;16.9111242;52.4148984;Jezyce;Jezyce
08757_06108;2009-06-01;4;52.8;0;1;3.6;230000;4356.06;16.9281305;52.4404989;Nowe Winogrady Polnoc;Nowe Miasto
08530_06308;2009-06-01;3;46.06;0;;;267320;5803.73;16.9554431;52.4306915;Stare Winogrady;Nowe Miasto
08120_06459;2009-06-01;3;46.8;15;1;2.1;130000;2777.78;16.9275959;52.436369;Nowe Winogrady Polnoc;Nowe Miasto
09231_06151;2009-06-02;4;63.4;10;;;260000;4100.95;16.9206289;52.4537629;Piatkowo;Nowe Miasto
05178_06950;2009-06-02;3;26.75;3;;;181000;6766.36;16.8707255;52.3924037;Grunwald Poludnie;Grunwald
10958_10392;2009-06-02;3;45.8;;;;200000;4366.81;16.9055569;52.3637499;Zielony Debiec;Wilda
10453_11670;2009-06-02;3;49.4;6;;;206000;4170.04;16.9566719;52.3916059;Rataje;Stare Miasto
03968_01171;2009-06-03;;27;5;;;120000;4444.44;16.873986;52.4084779;Grunwald Polnoc;Grunwald
05155_01783;2009-06-03;4;62.1;3;;;210000;3381.64;16.9029623;52.3952447;Sw. Lazarz;Grunwald
02149_04768;2009-06-03;3;46.39;0;;;310000;6682.47;16.8339944;52.4345993;Krzyzowniki-Smochowice;Jezyce
07034_04897;2009-06-03;1;36.65;2;1;8.35;210000;5729.88;16.95103;52.457274;Naramowice;Nowe Miasto
08796_05395;2009-06-03;3;38.6;1;1;2.6;180000;4663.21;16.9278993;52.4318288;Nowe Winogrady Poludnie;Nowe Miasto
10629_11572;2009-06-03;4;70.1;9;;;306000;4365.19;16.9665459;52.3771489;Zegrze;Stare Miasto
12165_11723;2009-06-03;4;63.7;3;;;272636;4280;16.9871239;52.3937089;Chartowo;Stare Miasto
03182_02641;2009-06-04;3;43.1;;1;2.3;180000;4176.33;16.8842444;52.3881449;Gorczyn;Grunwald
06813_02940;2009-06-04;3;45.7;1;;;300000;6564.55;16.9464319;52.4527669;Naramowice;Nowe Miasto
06576_03434;2009-06-04;4;59.1;2;;;279500;4729.27;16.938596;52.451052;Naramowice;Nowe Miasto
02368_04140;2009-06-04;4;62.2;1;1;4.8;400000;6430.87;16.8951002;52.4570095;Podolany;Jezyce
08220_05405;2009-06-04;4;47.6;0;1;3.3;180000;3781.51;16.9268432;52.4312023;Nowe Winogrady Poludnie;Nowe Miasto
04557_06122;2009-06-04;2;60.35;2;;;615000;10190.56;16.894097;52.3994969;Sw. Lazarz;Grunwald
12164_11748;2009-06-04;4;68.6;2;;;355000;5174.93;16.9871239;52.3937089;Chartowo;Stare Miasto
05935_11761;2009-06-04;1;32.6;4;1;5;74800;2294.48;16.954469;52.4117199;Ostrow Tumski-Srodka-Zawady-Komandoria;Stare Miasto
06948_05167;2009-06-05;3;76.6;0;;;450000;5874.67;16.9412136;52.4559464;Naramowice;Nowe Miasto
08359_06369;2009-06-05;5;64.9;4;1;3.4;287000;4422.19;16.933757;52.440255;Nowe Winogrady Polnoc;Nowe Miasto
08645_06603;2009-06-05;4;52.8;4;1;3.2;245000;4640.15;16.9283343;52.4368913;Nowe Winogrady Polnoc;Nowe Miasto
08217_06826;2009-06-05;5;64.9;2;1;3.8;280000;4314.33;16.9308415;52.4418618;Nowe Winogrady Polnoc;Nowe Miasto
01194_00893;2009-06-08;3;58.21;;;;300000;5153.75;16.883978;52.412354;Ogrody;Jezyce
02835_01261;2009-06-08;3;86.75;;1;;200000;2305.48;16.870741;52.3736849;Gorczyn;Grunwald
07434_02074;2009-06-08;3;37.2;1;1;2.2;200000;5376.34;16.9256596;52.4118111;Stare Miasto;Nowe Miasto
05293_03289;2009-06-08;2;36.6;;;;169000;4617.49;16.882468;52.408882;Grunwald Polnoc;Grunwald
09362_05939;2009-06-08;3;49.3;11;;;214000;4340.77;16.915157;52.4578558;Piatkowo;Nowe Miasto
04559_06039;2009-06-08;1;47.44;2;;;502531.92;10593;16.894097;52.3994969;Sw. Lazarz;Grunwald
01368_06657;2009-06-08;3;50.9;;1;6.2;170000;3339.88;16.8950306;52.4144833;Jezyce;Jezyce
10954_11562;2009-06-08;3;36.09;1;;;191000;5292.32;16.9107264;52.3674623;Zielony Debiec;Wilda
05349_00233;2009-06-09;;78;3;;;360000;4615.38;16.8897693;52.3997286;Sw. Lazarz;Grunwald
00824_01011;2009-06-09;6;146.7;2;3;;690000;4703.48;16.9021179;52.425194;Solacz;Jezyce
04538_01381;2009-06-09;;48;4;;2;225000;4687.5;16.870306;52.4038539;Grunwald Poludnie;Grunwald
02778_01385;2009-06-09;4;45.5;;1;2.2;220000;4835.16;16.883622;52.387541;Gorczyn;Grunwald
09918_02255;2009-06-09;2;27.4;2;1;5.1;180000;6569.34;16.898387;52.459522;Piatkowo;Nowe Miasto
00819_02388;2009-06-09;3;56.3;2;1;5.9;290000;5150.98;16.874254;52.44574;Strzeszyn;Jezyce
09334_05889;2009-06-09;3;48.8;5;;;205000;4200.82;16.9080559;52.4586459;Piatkowo;Nowe Miasto
04292_01410;2009-06-10;;50;4;;;212000;4240;16.9027779;52.3972036;Sw. Lazarz;Grunwald
09207_01495;2009-06-10;3;49.3;;1;2.9;245000;4969.57;16.915892;52.4520445;Piatkowo;Nowe Miasto
06573_06344;2009-06-10;1;28;0;;;150000;5357.14;16.9471229;52.450669;Naramowice;Nowe Miasto
08340_06830;2009-06-10;4;52.8;3;1;3.2;280000;5303.03;16.921461;52.4380509;Nowe Winogrady Polnoc;Nowe Miasto
09101_01456;2009-06-15;4;62;1;1;3.5;315000;5080.65;16.9063826;52.4573446;Piatkowo;Nowe Miasto
02888_02662;2009-06-15;3;48;6;1;2.5;235000;4895.83;16.8859307;52.3876706;Gorczyn;Grunwald
02383_04120;2009-06-15;3;48.1;1;1;4.6;274000;5696.47;16.8923238;52.457809;Podolany;Jezyce
07026_05024;2009-06-15;2;46.53;2;;;305000;6554.91;16.9449936;52.455762;Naramowice;Nowe Miasto
04792_05232;2009-06-15;3;52.3;1;1;7.3;180000;3441.68;16.9038799;52.3935918;Sw. Lazarz;Grunwald
08355_06279;2009-06-15;3;46.8;0;1;2.3;200000;4273.5;16.937744;52.43564;Nowe Winogrady Polnoc;Nowe Miasto
00353_09401;2009-06-15;3;80.79;;5;43.29;260000;3218.22;17.025952;52.4089649;Antoninek-Zieliniec-Kobylepole;Stare Miasto
11036_09705;2009-06-15;2;34.7;0;2;5.9;115000;3314.12;16.904728;52.3699469;Zielony Debiec;Wilda
00321_10883;2009-06-15;3;47.9;;1;7.6;215000;4488.52;16.97015;52.3123249;Gluszyna;Stare Miasto
02443_11188;2009-06-15;3;50.4;2;;;323568;6420;16.9558543;52.4022915;Rataje;Stare Miasto
04272_00634;2009-06-16;;53;1;;;250000;4716.98;16.8756479;52.401365;Grunwald Poludnie;Grunwald
09824_01623;2009-06-16;4;79;2;;;480000;6075.95;16.921065;52.462546;Piatkowo;Nowe Miasto
01568_02812;2009-06-16;4;55.6;6;1;2.6;247500;4451.44;16.8933609;52.4091404;Jezyce;Jezyce
07060_03345;2009-06-16;3;46;2;;;240000;5217.39;16.94406;52.445318;Naramowice;Nowe Miasto
07027_05032;2009-06-16;2;44.32;;;;263000;5934.12;16.9449936;52.455762;Naramowice;Nowe Miasto
04552_05113;2009-06-16;4;99.15;4;1;5.72;512000;5163.89;16.8985141;52.3961606;Sw. Lazarz;Grunwald
09094_06985;2009-06-16;4;61.5;3;;;275000;4471.54;16.9228934;52.4568688;Piatkowo;Nowe Miasto
02442_11187;2009-06-16;2;44.6;3;;;340720;7639.46;16.9558543;52.4022915;Rataje;Stare Miasto
10459_11751;2009-06-16;4;47.2;4;;;205000;4343.22;16.9613899;52.3899939;Rataje;Stare Miasto
07277_00336;2009-06-17;4;60.9;;;;860000;14121.51;16.934434;52.4077846;Stare Miasto;Nowe Miasto
06976_03348;2009-06-17;4;70.9;4;2;17.6;508000;7165.02;16.9511898;52.4449079;Naramowice;Nowe Miasto
04430_03647;2009-06-17;3;52.7;3;1;3.3;260000;4933.59;16.8998059;52.394529;Sw. Lazarz;Grunwald
09962_06203;2009-06-17;3;49.2;9;1;1.4;245000;4979.67;16.9242959;52.4571127;Piatkowo;Nowe Miasto
02818_06464;2009-06-17;4;56.1;8;1;1.75;255000;4545.45;16.8605459;52.3859375;Grunwald Poludnie;Grunwald
06038_11429;2009-06-17;3;37.91;6;;;190000;5011.87;16.9417909;52.3882;Rataje;Stare Miasto
10334_11477;2009-06-17;4;63.9;1;;;267000;4178.4;16.959298;52.3842889;Zegrze;Stare Miasto
06267_11541;2009-06-17;2;29.8;3;;;165000;5536.91;16.953913;52.388338;Rataje;Stare Miasto
09823_03495;2009-06-18;2;37.5;1;;;230000;6133.33;16.903955;52.4561859;Piatkowo;Nowe Miasto
05205_03610;2009-06-18;3;46.8;2;1;4.6;195000;4166.67;16.893335;52.4067469;Sw. Lazarz;Grunwald
10016_05698;2009-06-18;4;62.7;5;;;250000;3987.24;16.9117199;52.457075;Piatkowo;Nowe Miasto
08622_05835;2009-06-18;4;65.5;7;;;260000;3969.47;16.9149992;52.4451938;Piatkowo;Nowe Miasto
02429_10725;2009-06-18;2;52.4;2;;;390000;7442.75;16.9620584;52.3976394;Rataje;Stare Miasto
10625_11619;2009-06-18;4;63.8;5;;;250000;3918.5;16.971991;52.3807349;Zegrze;Stare Miasto
09733_02673;2009-06-19;2;32.8;1;;;215000;6554.88;16.914454;52.459815;Piatkowo;Nowe Miasto
05421_02704;2009-06-19;2;37.2;;;;230000;6182.8;16.8953492;52.3939076;Sw. Lazarz;Grunwald
09720_03721;2009-06-19;3;49.3;3;1;3.5;229000;4645.03;16.9254179;52.4578263;Piatkowo;Nowe Miasto
04686_04377;2009-06-19;4;44.9;0;1;3.3;170000;3786.19;16.8730203;52.4118076;Ogrody;Jezyce
05858_09780;2009-06-19;3;38.6;;;;164500;4261.66;16.9599742;52.4110744;Ostrow Tumski-Srodka-Zawady-Komandoria;Stare Miasto
00197_11122;2009-06-19;3;42.5;3;1;2.2;180000;4235.29;16.9632543;52.3146291;Gluszyna;Stare Miasto
04421_03870;2009-06-22;3;49.2;;;;350000;7113.82;16.8734461;52.3934031;Grunwald Poludnie;Grunwald
05206_04766;2009-06-22;5;95.07;3;;;385000;4049.65;16.8979399;52.3938829;Sw. Lazarz;Grunwald
08477_05730;2009-06-22;3;46.8;15;1;2.1;203000;4337.61;16.9404699;52.440858;Nowe Winogrady Polnoc;Nowe Miasto
02113_07216;2009-06-22;2;44.18;0;1;16.05;270000;6111.36;16.835763;52.4351799;Krzyzowniki-Smochowice;Jezyce
09359_02128;2009-06-23;3;49.3;2;1;3.6;295000;5983.77;16.9073402;52.461135;Jana III Sobieskiego i Marysienki;Nowe Miasto
09643_06198;2009-06-23;2;40.82;0;1;3.19;225000;5512;16.9187711;52.4582866;Piatkowo;Nowe Miasto
01118_06295;2009-06-23;3;42.1;2;;;273000;6484.56;16.8933003;52.4117011;Jezyce;Jezyce
08230_07190;2009-06-23;3;46.8;6;1;2.6;130000;2777.78;16.926854;52.442149;Nowe Winogrady Polnoc;Nowe Miasto
05088_07193;2009-06-23;2;33.89;1;1;3.05;115000;3393.33;16.9040882;52.3936186;Sw. Lazarz;Grunwald
00337_11635;2009-06-23;1;23.7;0;;;75000;3164.56;17.025388;52.410061;Antoninek-Zieliniec-Kobylepole;Stare Miasto
10627_11648;2009-06-23;3;48.8;6;;;214000;4385.25;16.962946;52.375932;Zegrze;Stare Miasto
06756_04497;2009-06-24;3;54.84;2;;;309000;5634.57;16.9449936;52.455762;Naramowice;Nowe Miasto
07055_04935;2009-06-24;3;47.2;1;1;14.5;292500;6197.03;16.948095;52.453196;Naramowice;Nowe Miasto
05265_07169;2009-06-24;3;40.3;0;2;9.72;75000;1861.04;16.9027171;52.3958753;Sw. Lazarz;Grunwald
02143_07187;2009-06-24;6;86.75;1;1;12.1;390000;4495.68;16.835763;52.4351799;Krzyzowniki-Smochowice;Jezyce
07349_07188;2009-06-24;1;46.7;;;;175000;3747.32;16.932312;52.4037198;Stare Miasto;Nowe Miasto
12403_10952;2009-06-24;2;45.21;0;1;7.95;255000;5640.35;17.004226;52.388441;Antoninek-Zieliniec-Kobylepole;Stare Miasto
01343_01432;2009-06-25;2;27.5;;1;5;93000;3381.82;16.9107363;52.4146588;Jezyce;Jezyce
03942_03252;2009-06-25;3;50.4;;;;230000;4563.49;16.889596;52.392046;Sw. Lazarz;Grunwald
01880_04495;2009-06-25;2;40;0;;;248000;6200;16.9050482;52.4173984;Jezyce;Jezyce
08219_05452;2009-06-25;4;53;4;1;3.9;240000;4528.3;16.946406;52.438865;Nowe Winogrady Wschod;Nowe Miasto
05856_09658;2009-06-25;2;36.53;;;;180000;4927.46;16.9600928;52.4098469;Ostrow Tumski-Srodka-Zawady-Komandoria;Stare Miasto
03545_02113;2009-06-26;2;57.36;;;;255000;4445.61;16.8380109;52.382188;Junikowo;Grunwald
04868_03733;2009-06-26;3;91.1;3;;;176000;1931.94;16.8992338;52.397489;Sw. Lazarz;Grunwald
01532_05463;2009-06-26;1;31.11;4;;;205000;6589.52;16.9050482;52.4173984;Jezyce;Jezyce
08844_05933;2009-06-26;3;46.8;15;1;1.8;200000;4273.5;16.9325279;52.4416809;Nowe Winogrady Polnoc;Nowe Miasto
06572_06386;2009-06-26;4;67.8;0;;;350000;5162.24;16.9465109;52.4508047;Naramowice;Nowe Miasto
09878_06695;2009-06-26;3;48.7;2;;;232000;4763.86;16.914929;52.4589179;Piatkowo;Nowe Miasto
01442_07104;2009-06-26;3;48.7;4;;;304000;6242.3;16.8919542;52.4114863;Jezyce;Jezyce
11570_11322;2009-06-26;4;99.2;4;1;0.78;290000;2923.39;16.9208729;52.3919097;Wilda;Wilda
10344_11585;2009-06-26;4;79.1;7;;;280000;3539.82;16.959644;52.377832;Zegrze;Stare Miasto
10626_11618;2009-06-26;4;65;6;;;270000;4153.85;16.970686;52.3801999;Zegrze;Stare Miasto
04143_00283;2009-06-29;5;95.68;1;;;200000;2090.3;16.880598;52.404325;Stary Grunwald;Grunwald
08824_00727;2009-06-29;3;52.5;2;;;298000;5676.19;16.9251863;52.4278032;Stare Winogrady;Nowe Miasto
09975_01628;2009-06-29;3;65.9;5;;;443000;6722.31;16.921065;52.462546;Piatkowo;Nowe Miasto
03963_02501;2009-06-29;3;53.4;;;;270000;5056.18;16.9029889;52.4017659;Sw. Lazarz;Grunwald
03964_03372;2009-06-29;3;37.3;;;;165000;4423.59;16.8793652;52.4103303;Grunwald Polnoc;Grunwald
03972_03471;2009-06-29;2;26.6;;;;153000;5751.88;16.876072;52.4039051;Stary Grunwald;Grunwald
03683_04837;2009-06-29;3;62.3;1;;;358000;5746.39;16.8357989;52.381226;Junikowo;Grunwald
09976_06415;2009-06-29;3;49.4;2;;;320000;6477.73;16.925107;52.460375;Piatkowo;Nowe Miasto
07091_07232;2009-06-29;5;93.7;0;1;4.7;580000;6189.97;16.9421783;52.455901;Naramowice;Nowe Miasto
03106_00554;2009-06-30;3;40.69;;;;193000;4743.18;16.882448;52.381392;Gorczyn;Grunwald
01330_00816;2009-06-30;2;56.5;;1;2.9;275000;4867.26;16.908551;52.41433;Jezyce;Jezyce
02936_01048;2009-06-30;5;62.3;;;;275000;4414.13;16.8830102;52.3854422;Gorczyn;Grunwald
04273_01847;2009-06-30;3;52.8;;;;245000;4640.15;16.8756479;52.401365;Grunwald Poludnie;Grunwald
03993_02785;2009-06-30;4;45.1;;;;200000;4434.59;16.8753031;52.4053356;Grunwald Polnoc;Grunwald
07551_03690;2009-06-30;3;49.3;2;;;262500;5324.54;16.9247033;52.4093796;Stare Miasto;Nowe Miasto
05094_05594;2009-06-30;6;77.7;3;1;2.1;150000;1930.5;16.900833;52.3964349;Sw. Lazarz;Grunwald
05094_05595;2009-06-30;7;99.9;4;;;170000;1701.7;16.900833;52.3964349;Sw. Lazarz;Grunwald
04605_07094;2009-06-30;3;37.47;3;2;2.33;130000;3469.44;16.9060383;52.395181;Sw. Lazarz;Grunwald
07344_07210;2009-06-30;3;88.04;1;1;5.96;510000;5792.82;16.9290089;52.407028;Stare Miasto;Nowe Miasto
05526_07235;2009-06-30;4;99.27;0;;;560000;5641.18;16.8902669;52.39022;Sw. Lazarz;Grunwald
06082_11346;2009-06-30;3;70.6;4;1;5.1;480000;6798.87;16.9401039;52.385694;Rataje;Stare Miasto
04457_00450;2009-07-01;2;26.51;1;;;140000;5281.03;16.871399;52.405676;Grunwald Polnoc;Grunwald
03169_01243;2009-07-01;6;101.2;;1;3.8;600000;5928.85;16.8884667;52.3856525;Gorczyn;Grunwald
02210_07245;2009-07-01;2;39.9;0;;;204000;5112.78;16.872308;52.4604609;Podolany;Jezyce
02201_07246;2009-07-01;3;55;0;;;370000;6727.27;16.872308;52.4604609;Podolany;Jezyce
02210_07247;2009-07-01;2;39.9;0;;;204000;5112.78;16.872308;52.4604609;Podolany;Jezyce
02199_07248;2009-07-01;2;39.9;0;;;215000;5388.47;16.871965;52.4606099;Podolany;Jezyce
02211_07249;2009-07-01;3;63.3;2;;;359990;5687.05;16.872308;52.4604609;Podolany;Jezyce
02216_07251;2009-07-01;2;39.9;0;;;200000;5012.53;16.871965;52.4606099;Podolany;Jezyce
11907_10571;2009-07-01;4;38.6;2;;;187000;4844.56;16.910996;52.3867539;Wilda;Wilda
10689_11712;2009-07-01;3;49;7;1;1.9;220000;4489.8;16.9482599;52.369558;Staroleka-Minikowo-Marlewo;Stare Miasto
10460_11734;2009-07-01;4;47.2;2;;;222000;4703.39;16.9575359;52.3910539;Rataje;Stare Miasto
04352_02241;2009-07-02;3;55.8;;;;230000;4121.86;16.878571;52.405485;Grunwald Polnoc;Grunwald
00666_02829;2009-07-02;3;30.57;;;;150000;4906.77;16.9159393;52.4291999;Winiary;Jezyce
01443_07093;2009-07-02;2;31.2;4;;;230000;7371.79;16.8919542;52.4114863;Jezyce;Jezyce
02202_07250;2009-07-02;3;58;1;;;300000;5172.41;16.872308;52.4604609;Podolany;Jezyce
02200_07252;2009-07-02;2;45.7;1;;;255000;5579.87;16.871965;52.4606099;Podolany;Jezyce
03961_02505;2009-07-03;2;40.3;;;;180000;4466.5;16.9029889;52.4017659;Sw. Lazarz;Grunwald
02321_03426;2009-07-03;3;74.2;1;1;7.2;435000;5862.53;16.8428289;52.455802;Strzeszyn;Jezyce
01089_03850;2009-07-03;4;64.5;;2;21.4;135000;2093.02;16.8768439;52.413683;Ogrody;Jezyce
03701_04179;2009-07-03;3;49.52;0;;;265000;5351.37;16.841517;52.3765549;Junikowo;Grunwald
09477_04750;2009-07-03;3;49.8;3;;;320000;6425.7;16.9221438;52.4635971;Piatkowo;Nowe Miasto
11045_11545;2009-07-03;3;45.65;0;;;160000;3504.93;16.9056289;52.3703079;Zielony Debiec;Wilda
07875_00193;2009-07-06;3;63.1;4;;;250000;3961.97;16.929008;52.400115;Stare Miasto;Nowe Miasto
05488_00403;2009-07-06;3;53.6;5;;;300000;5597.01;16.870185;52.4018979;Grunwald Poludnie;Grunwald
09410_06648;2009-07-06;4;63.9;2;;;295000;4616.59;16.9258439;52.4517369;Piatkowo;Nowe Miasto
06408_10156;2009-07-06;3;47;2;1;4.1;405000;8617.02;16.956647;52.3997819;Rataje;Stare Miasto
10669_11714;2009-07-06;4;62.6;2;;;250000;3993.61;16.97205;52.3809009;Zegrze;Stare Miasto
08821_00099;2009-07-07;4;80.05;2;;;530000;6620.86;16.92747;52.426203;Stare Winogrady;Nowe Miasto
05156_01784;2009-07-07;3;63.5;3;;;219630;3458.74;16.9029623;52.3952447;Sw. Lazarz;Grunwald
07873_03444;2009-07-07;3;39.1;;;;295000;7544.76;16.9289315;52.4104868;Stare Miasto;Nowe Miasto
08720_06307;2009-07-07;3;50.43;1;;;264000;5234.98;16.9555139;52.4306767;Stare Winogrady;Nowe Miasto
08256_06993;2009-07-07;3;38.1;10;1;2.2;195000;5118.11;16.944772;52.437919;Nowe Winogrady Wschod;Nowe Miasto
04526_07098;2009-07-07;1;21.7;;;;131000;6036.87;16.873231;52.4018449;Grunwald Poludnie;Grunwald
04206_07253;2009-07-07;2;42;2;;;245336.13;5841.34;16.8959357;52.4007946;Sw. Lazarz;Grunwald
11601_10282;2009-07-07;3;47;3;;;200000;4255.32;16.9152636;52.3893118;Wilda;Wilda
11462_10325;2009-07-07;3;39;;;;189000;4846.15;16.9156544;52.3889463;Wilda;Wilda
10029_02710;2009-07-08;2;27.4;1;1;3.8;170000;6204.38;16.898387;52.459522;Piatkowo;Nowe Miasto
05438_03017;2009-07-08;4;50.4;;;;235000;4662.7;16.873008;52.409234;Grunwald Polnoc;Grunwald
04968_06278;2009-07-08;3;49.7;1;1;3.7;260000;5231.39;16.8799959;52.4080559;Grunwald Polnoc;Grunwald
01696_01093;2009-07-09;3;45.59;;;;207000;4540.47;16.892137;52.4158913;Jezyce;Jezyce
04662_02006;2009-07-09;3;33.1;3;1;4.8;149000;4501.51;16.8742682;52.3987612;Grunwald Poludnie;Grunwald
01163_03540;2009-07-09;2;38.4;2;;;155000;4036.46;16.9079999;52.4106585;Jezyce;Jezyce
04880_05553;2009-07-09;4;103.09;2;1;12.2;360000;3492.09;16.9048206;52.3980654;Sw. Lazarz;Grunwald
09884_06077;2009-07-09;5;74.1;4;;;355000;4790.82;16.8739886;52.4491341;Strzeszyn;Jezyce
06010_07260;2009-07-09;3;55.57;0;2;9.17;348000;6262.37;16.8113;52.3844799;Kwiatowe;Grunwald
05868_10426;2009-07-09;2;23.6;4;1;1.4;110000;4661.02;16.9595806;52.4103981;Ostrow Tumski-Srodka-Zawady-Komandoria;Stare Miasto
02315_00431;2009-07-10;5;94.62;;;;610000;6446.84;16.8675019;52.460972;Podolany;Jezyce
