id_gosp;id_osoba;woj;klm;plec;internet;wyksz;nauka_lata;czy_praca;czy_pelny_etat;czy_rej_pup;dzieci;wiek
42314;2;14;6;2;2;50;13;2;0;2;1;49
42315;1;14;6;1;2;50;11;1;1;2;1;47
42315;2;14;6;2;2;50;11;1;2;2;1;45
42315;4;14;6;2;1;40;14;2;0;2;1;23
42315;5;14;6;1;1;50;11;1;1;2;1;27
42316;1;14;6;1;2;50;11;1;1;2;1;50
42316;2;14;6;2;2;50;11;1;1;2;1;44
42317;1;14;6;1;2;50;11;1;1;2;1;60
42317;5;14;6;1;1;50;11;1;1;2;0;36
42320;1;14;6;1;2;50;11;2;0;2;1;54
42320;6;14;6;1;1;50;11;2;0;1;0;21
42320;7;14;6;1;1;51;9;2;0;2;0;17
42320;2;14;6;2;2;50;11;1;1;2;1;51
42321;3;14;6;1;1;30;16;1;1;2;0;25
42321;2;14;6;2;1;30;13;1;1;2;1;51
42321;4;14;6;2;1;51;11;2;0;2;0;18
42322;1;14;6;1;2;50;11;1;1;2;0;47
42322;3;14;6;1;1;30;13;1;1;2;0;26
42322;2;14;6;2;1;50;11;1;1;2;1;45
42322;5;14;6;2;1;51;12;2;0;2;0;19
42323;1;14;6;1;2;50;11;1;1;2;1;50
42323;3;14;6;1;1;40;13;2;0;2;0;21
42323;2;14;6;2;2;50;11;1;1;2;1;43
42323;5;14;6;2;1;51;13;2;0;2;0;20
42324;1;14;6;1;2;50;11;1;1;2;0;46
42324;2;14;6;2;2;40;12;1;1;2;0;43
42324;3;14;6;2;1;30;12;2;0;1;0;20
42326;1;14;6;2;1;60;8;1;1;2;1;38
42326;2;14;6;2;1;51;9;2;0;2;0;17
42327;1;14;6;1;1;50;11;1;1;2;1;51
42327;2;14;6;2;1;50;11;1;1;2;1;50
42327;6;14;6;2;1;40;13;2;0;2;0;21
42330;3;14;6;2;1;50;11;2;0;1;1;45
42332;1;14;6;1;2;50;11;1;1;2;1;52
42332;3;14;6;1;1;40;12;1;1;2;0;27
42332;2;14;6;2;1;40;12;1;2;2;1;48
42332;4;14;6;2;1;40;12;2;0;2;0;24
42335;1;14;6;1;2;50;11;1;1;2;1;49
42335;2;14;6;2;1;50;11;1;1;2;1;42
42335;3;14;6;2;1;51;10;2;0;2;0;18
42336;1;14;6;1;2;50;11;1;1;2;1;53
42336;3;14;6;1;1;30;13;1;1;2;0;20
42336;2;14;6;2;1;30;13;1;1;2;1;46
42343;1;14;4;1;2;50;11;1;1;2;0;56
42343;5;14;4;1;1;30;13;1;2;2;0;22
42343;2;14;4;2;2;50;11;1;1;2;1;52
42343;3;14;4;2;1;11;15;1;1;2;0;27
42343;4;14;4;2;1;11;16;1;1;2;0;25
42345;3;14;4;1;2;50;11;2;0;1;1;43
42347;2;14;4;1;2;50;11;1;1;2;0;31
42347;4;14;4;2;2;30;14;2;0;2;1;25
42372;1;14;6;1;2;60;8;2;0;2;0;62
42373;1;14;6;1;1;50;11;1;1;2;1;59
42373;2;14;6;2;2;50;11;2;0;2;1;52
42382;3;14;4;2;1;40;12;1;2;2;0;56
42386;2;14;4;1;1;30;12;1;1;2;1;33
42394;2;14;6;1;1;50;12;1;1;2;0;28
42394;5;14;6;1;1;51;9;2;0;2;0;21
42394;1;14;6;2;2;60;8;1;1;2;0;52
42397;3;14;6;1;1;50;11;1;1;2;1;57
42397;2;14;6;2;1;40;12;1;1;2;0;54
42399;4;14;5;1;1;50;11;1;1;2;1;35
42399;3;14;5;2;1;30;12;1;1;2;0;34
42404;1;14;6;2;1;40;12;1;1;2;1;55
42404;3;14;6;2;1;12;18;1;1;2;0;31
42408;1;14;6;1;2;30;12;1;1;2;1;38
42408;2;14;6;2;1;30;12;1;1;2;1;38
42416;1;14;6;1;1;60;8;1;1;2;1;58
42416;3;14;6;1;2;60;8;2;0;2;1;34
42416;4;14;6;1;2;51;9;1;1;2;0;29
42416;2;14;6;2;2;60;8;1;1;2;0;56
42422;1;14;6;1;2;50;11;1;1;2;1;59
42422;3;14;6;1;2;51;9;2;0;2;0;27
42422;2;14;6;2;2;50;11;1;1;2;1;55
42424;1;14;6;1;1;60;8;1;1;2;1;31
42424;2;14;6;2;1;60;8;2;0;1;1;35
42425;1;14;6;2;2;50;11;2;0;2;0;58
42425;2;14;6;2;2;60;11;2;0;2;0;32
42426;2;14;6;2;2;60;8;1;1;2;1;39
42427;1;14;6;1;1;50;11;1;1;2;1;48
42427;3;14;6;1;1;30;13;1;1;2;0;25
42427;4;14;6;1;1;30;13;1;1;2;0;23
42431;1;14;6;1;1;30;12;1;1;2;0;42
42431;2;14;6;2;1;50;11;1;1;2;1;46
42431;3;14;6;2;1;40;14;2;0;2;1;23
42431;4;14;6;2;1;51;10;2;0;2;0;19
42438;3;14;6;1;1;50;11;1;1;2;0;49
42438;5;14;6;1;1;30;13;1;1;2;1;24
42438;4;14;6;2;1;50;11;1;1;2;1;49
42438;7;14;6;2;1;50;11;1;1;2;1;21
42439;1;14;6;1;2;50;10;1;1;2;1;58
42439;2;14;6;2;1;30;13;2;0;2;1;58
42439;3;14;6;2;1;11;17;1;1;2;1;24
42441;1;14;6;1;2;50;10;1;1;2;1;58
42441;2;14;6;2;2;50;10;2;0;2;1;55
42442;1;14;6;1;1;50;11;1;1;2;1;46
42442;2;14;6;2;1;50;11;1;1;2;1;44
42445;1;14;6;1;2;50;11;2;0;2;0;64
42445;2;14;6;2;2;50;11;2;0;2;1;53
42448;1;14;6;1;2;50;11;1;1;2;1;53
42448;4;14;6;1;1;50;11;1;1;2;0;25
42448;2;14;6;2;2;40;12;1;1;2;1;51
42449;1;14;6;1;1;30;13;1;1;2;1;63
42449;3;14;6;1;1;30;13;1;1;2;0;22
42449;4;14;6;2;1;40;12;1;2;2;0;20
42468;6;14;3;1;2;50;11;1;1;2;0;40
42468;5;14;3;2;1;40;12;1;1;2;0;22
42475;1;14;5;1;1;30;12;1;1;2;1;41
42475;2;14;5;2;1;20;14;1;1;2;1;39
42477;4;14;5;1;1;30;13;1;1;2;0;23
42477;1;14;5;2;1;30;12;1;1;2;0;55
42484;1;14;6;1;1;30;13;1;1;2;0;35
42484;2;14;6;2;1;50;11;1;1;2;0;40
42484;3;14;6;2;2;50;11;2;0;2;0;57
42485;3;14;6;1;1;60;8;1;1;2;0;30
42485;5;14;6;1;1;40;12;2;0;1;0;23
42485;2;14;6;2;1;50;11;1;1;2;1;50
42485;4;14;6;2;1;50;11;1;1;2;0;29
42486;1;14;6;1;1;30;13;1;1;2;1;44
42486;3;14;6;1;1;12;18;1;1;2;0;26
42486;4;14;6;1;1;40;14;2;0;2;0;24
42486;2;14;6;2;1;40;12;1;1;2;1;43
42486;5;14;6;2;1;40;12;2;0;2;0;22
42487;2;14;6;2;1;50;11;1;1;2;0;38
42488;2;14;6;2;1;40;12;2;0;2;1;34
42489;1;14;6;1;1;11;17;1;1;2;1;51
42489;2;14;6;2;1;11;17;1;1;2;1;40
42491;3;14;6;2;1;11;17;1;1;2;0;34
42491;4;14;6;2;1;11;17;1;1;2;0;27
42493;1;14;6;1;1;50;11;1;1;2;0;46
42493;2;14;6;2;1;50;11;1;1;2;0;47
42494;1;14;6;1;2;60;8;1;1;2;1;59
42494;3;14;6;1;1;50;11;1;1;2;0;32
42494;4;14;6;1;1;50;11;1;1;2;0;27
42494;5;14;6;1;1;50;11;1;1;2;0;25
42494;2;14;6;2;2;60;8;1;1;2;1;56
42495;1;14;6;1;2;50;11;1;1;2;1;59
42495;3;14;6;1;1;50;11;1;1;2;1;35
42495;2;14;6;2;2;60;8;1;1;2;1;56
42495;4;14;6;2;1;50;11;1;1;2;1;34
42500;1;14;6;1;1;60;10;1;1;2;1;42
42502;1;14;6;1;1;50;11;1;1;2;0;49
42502;3;14;6;1;1;40;12;1;1;2;0;23
42505;1;14;6;1;2;60;8;2;0;2;1;62
42505;2;14;6;1;1;40;13;1;1;2;0;26
42505;3;14;6;1;1;30;12;1;1;2;0;25
42506;2;14;6;2;1;40;12;1;2;2;0;55
42507;2;14;6;1;1;30;13;2;0;2;1;53
42507;3;14;6;1;1;50;10;2;0;2;0;17
42507;1;14;6;2;1;11;18;1;1;2;1;54
42509;1;14;6;1;1;30;13;1;1;2;0;54
42509;2;14;6;2;2;50;11;1;1;2;1;49
42510;1;14;6;1;2;60;8;1;1;2;0;41
42511;1;14;6;1;2;50;11;1;1;2;0;59
42511;4;14;6;1;2;51;9;1;1;2;0;26
42511;2;14;6;2;2;50;11;1;1;2;0;52
42512;1;14;6;1;2;60;8;1;1;2;1;58
42512;3;14;6;2;1;30;13;1;1;2;0;22
42514;2;14;6;1;2;50;11;2;0;1;0;62
42514;3;14;6;1;2;50;11;2;0;1;0;52
42515;5;14;6;1;1;11;18;1;1;2;1;35
42517;2;14;6;1;1;60;8;2;0;2;0;43
42519;1;14;6;1;1;50;11;1;1;2;1;43
42519;2;14;6;2;1;30;12;2;0;1;1;38
42520;1;14;6;1;2;30;13;1;1;2;1;49
42520;6;14;6;1;1;12;16;1;1;2;0;26
42520;2;14;6;2;1;30;13;1;1;2;1;47
42522;1;14;6;1;1;11;18;1;1;2;1;41
42522;2;14;6;2;1;12;15;2;0;1;1;37
42525;1;14;6;1;2;50;11;1;1;2;1;53
42525;4;14;6;1;1;40;12;1;1;2;0;21
42525;2;14;6;2;2;30;13;2;0;2;1;54
42532;1;14;4;1;1;30;12;2;0;2;1;60
42532;2;14;4;2;1;11;18;1;1;2;1;32
42547;4;14;6;1;1;51;10;2;0;2;0;21
42547;8;14;6;1;2;50;11;1;1;2;0;49
42547;1;14;6;2;1;60;8;2;0;2;1;42
42547;3;14;6;2;1;50;12;1;1;2;0;21
42548;3;14;6;1;1;51;13;2;0;2;0;20
42548;1;14;6;2;2;50;11;1;1;2;1;43
42550;1;14;6;1;2;50;11;1;1;2;0;54
42551;2;14;6;2;2;50;11;2;0;2;0;57
42567;1;14;6;1;2;50;11;2;0;2;1;58
42567;3;14;6;1;2;30;13;1;1;2;1;31
42567;2;14;6;2;2;60;8;2;0;2;1;57
42570;3;14;6;1;1;50;11;1;1;2;0;35
42570;5;14;6;2;1;30;12;2;0;1;0;24
42572;4;14;6;1;1;50;11;1;1;2;0;37
42572;3;14;6;2;1;50;11;1;1;2;1;37
42576;1;14;4;1;1;11;19;1;1;2;0;39
42576;2;14;4;2;1;12;17;1;1;2;1;37
42582;1;14;4;1;2;30;12;1;1;2;0;54
42582;3;14;4;1;1;30;12;1;1;2;0;29
42582;4;14;4;1;1;11;16;1;1;2;0;28
42582;2;14;4;2;2;30;12;1;1;2;1;53
42589;2;14;4;1;1;40;12;2;0;2;0;22
42589;1;14;4;2;1;40;12;1;1;2;0;41
42597;1;14;6;1;2;50;11;1;1;2;0;61
42603;1;14;5;1;2;50;11;1;1;2;1;41
42603;2;14;5;2;2;30;13;1;1;2;1;45
42603;3;14;5;2;1;51;10;2;0;2;0;18
42604;2;14;5;2;2;50;11;1;1;2;0;45
42606;2;14;5;2;1;11;17;1;1;2;0;47
42607;1;14;5;1;2;50;11;1;1;2;1;48
42607;2;14;5;2;1;50;11;2;0;1;1;52
42609;1;14;6;1;2;50;11;2;0;2;1;60
42609;3;14;6;1;1;30;14;1;1;2;0;35
42609;4;14;6;1;1;30;13;1;1;2;0;29
42609;5;14;6;1;2;50;11;1;1;2;0;37
42609;2;14;6;2;2;50;11;2;0;2;1;57
42609;6;14;6;2;1;30;12;1;1;2;1;36
42615;1;14;6;1;2;50;11;1;1;2;1;57
42617;1;14;6;1;2;50;12;1;1;2;1;49
42617;3;14;6;1;1;51;12;2;0;1;0;23
42617;2;14;6;2;1;11;23;1;1;2;1;44
42620;1;14;6;1;2;50;11;2;0;2;1;61
42620;3;14;6;1;1;11;18;1;1;2;1;35
42620;4;14;6;1;1;20;16;1;1;2;1;32
42620;2;14;6;2;2;30;12;2;0;1;1;56
42620;5;14;6;2;1;11;17;1;1;2;1;32
42620;6;14;6;2;1;50;11;1;1;2;1;33
42622;2;14;6;1;2;50;11;1;1;2;1;56
42622;3;14;6;1;1;50;11;1;1;2;0;31
42622;1;14;6;2;1;50;11;1;1;2;1;54
42622;4;14;6;1;1;50;12;2;0;1;0;27
42624;1;14;6;1;2;50;11;1;1;2;1;53
42624;4;14;6;1;1;30;13;1;1;1;0;22
42624;5;14;6;1;1;50;12;1;1;1;0;20
42624;2;14;6;2;2;50;11;1;1;2;1;50
42624;3;14;6;2;1;30;13;1;1;2;0;24
42625;1;14;6;1;2;50;11;1;1;2;1;56
42625;2;14;6;2;2;50;11;1;1;2;1;50
42626;1;14;6;1;2;50;11;1;1;2;0;58
42627;3;14;6;1;2;50;11;1;1;2;1;40
42630;1;14;6;1;1;50;11;1;1;2;0;43
42630;2;14;6;2;1;30;13;1;1;2;1;40
42633;3;14;5;2;1;40;12;2;0;2;0;33
42637;2;14;5;1;1;30;13;1;1;2;0;33
42637;3;14;5;1;1;50;14;1;1;2;0;24
42637;1;14;5;2;1;50;11;2;0;2;1;57
42638;1;14;5;1;1;30;14;1;1;2;1;56
42638;3;14;5;1;1;51;9;2;0;2;0;17
42638;2;14;5;2;1;50;11;1;1;2;1;55
42639;1;14;5;1;2;30;13;1;1;1;0;63
42639;3;14;5;1;1;30;13;1;1;2;1;33
42639;4;14;5;1;1;40;12;1;1;2;0;32
42639;2;14;5;2;2;50;11;1;1;2;1;58
42640;1;14;5;1;1;50;11;1;1;1;1;41
42640;2;14;5;2;1;30;12;1;1;1;1;36
42641;1;14;5;1;2;50;11;1;1;2;1;51
42664;1;14;6;1;1;50;11;1;1;2;1;48
42664;4;14;6;1;1;30;12;2;0;2;0;21
42664;2;14;6;2;1;50;11;1;1;2;1;48
42665;1;14;6;1;2;50;11;1;1;2;1;61
42665;3;14;6;1;1;30;13;1;1;2;1;36
42665;4;14;6;2;1;30;13;2;0;2;1;34
42676;3;14;6;1;1;50;11;1;1;2;0;29
42676;4;14;6;1;1;50;11;1;1;2;0;27
42677;3;14;6;2;2;50;11;1;1;2;0;52
42678;1;14;6;1;2;50;11;1;1;2;1;55
42678;3;14;6;1;1;50;11;1;1;2;0;31
42678;2;14;6;2;2;50;11;1;1;2;1;55
42679;1;14;6;1;1;50;11;1;1;2;1;44
42679;2;14;6;2;1;50;11;1;1;2;1;41
42679;3;14;6;2;1;51;8;2;0;2;0;19
42680;1;14;6;1;1;11;17;1;1;2;1;36
42680;2;14;6;2;1;11;17;1;1;2;1;36
42682;2;14;5;1;1;51;9;1;1;2;0;29
42744;1;14;4;2;1;30;12;1;1;2;1;54
42744;2;14;4;2;1;12;16;1;1;2;0;28
42755;1;14;4;1;2;50;11;1;1;2;0;58
42755;6;14;4;1;1;30;13;1;1;2;0;30
42755;2;14;4;2;2;50;11;1;1;2;0;55
42755;3;14;4;2;1;11;18;1;1;2;1;34
42764;3;14;6;1;1;40;12;1;1;2;0;25
42764;2;14;6;2;2;50;11;2;0;2;1;51
42766;2;14;4;2;1;30;13;1;1;2;1;55
42768;4;14;4;1;1;30;15;2;0;2;0;22
42768;3;14;4;2;2;30;13;2;0;2;1;46
42768;5;14;4;2;1;51;10;2;0;2;0;18
42770;1;14;5;1;1;30;13;1;1;2;1;44
42770;2;14;5;2;1;50;11;1;1;2;1;45
42771;1;14;6;1;1;50;11;1;1;2;0;53
42771;2;14;6;1;2;50;11;1;1;2;0;40
42772;1;14;6;1;2;60;8;2;0;2;1;57
42772;6;14;6;1;1;30;13;1;1;2;0;21
42772;2;14;6;2;2;50;11;2;0;2;1;57
42772;3;14;6;2;1;60;10;2;0;2;0;31
42772;4;14;6;2;1;50;11;1;1;2;1;29
42773;1;14;6;1;2;50;11;1;1;2;0;58
42774;2;14;6;1;1;50;11;1;1;2;1;41
42774;1;14;6;2;1;11;17;1;1;2;1;35
42775;3;14;6;1;1;51;9;2;0;2;0;21
42775;4;14;6;1;1;60;8;1;1;2;0;43
42775;2;14;6;2;2;50;11;1;1;2;1;47
42776;1;14;6;1;2;60;8;2;0;2;1;54
42776;2;14;6;2;1;50;11;1;1;2;1;50
42776;5;14;6;2;1;51;12;2;0;2;0;18
42777;1;14;6;1;1;30;13;1;1;2;1;43
42777;2;14;6;2;1;30;13;1;1;2;1;43
42777;4;14;6;2;1;51;12;2;0;2;0;20
42778;1;14;6;1;1;40;12;1;1;2;1;40
42779;1;14;6;1;2;60;8;1;1;2;1;58
42782;2;14;6;1;2;30;13;1;1;2;1;58
42782;1;14;6;2;1;30;13;1;1;2;1;57
42783;1;14;6;2;2;50;11;2;0;2;0;58
42787;2;14;6;1;1;11;19;2;0;1;0;40
42787;3;14;6;2;1;40;13;2;0;2;0;20
42788;1;14;6;1;1;30;13;1;1;2;0;48
42788;2;14;6;2;1;40;14;1;1;2;0;51
42790;1;14;6;1;1;11;17;2;0;2;1;63
42791;2;14;6;1;2;50;10;2;0;1;0;63
42791;4;14;6;1;1;40;14;1;1;2;0;37
42791;6;14;6;1;1;30;15;2;0;1;0;29
42791;7;14;6;2;1;30;13;2;0;1;0;27
42792;3;14;6;1;1;50;11;2;0;1;0;38
42794;1;14;6;1;1;30;11;1;1;2;1;33
42794;2;14;6;2;1;30;11;1;1;2;1;28
42796;1;14;6;1;2;30;10;1;1;2;1;47
42796;2;14;6;2;2;60;8;1;1;2;1;48
42796;4;14;6;2;1;51;10;2;0;2;0;17
42799;1;14;6;1;2;50;11;2;0;1;1;56
42799;2;14;6;2;2;30;13;1;1;2;1;54
42815;2;14;5;1;2;50;11;1;1;2;1;48
42816;1;14;5;1;2;60;8;2;0;2;1;62
42816;3;14;5;1;2;30;13;1;1;2;0;26
42816;2;14;5;2;2;60;8;1;1;2;1;58
42821;1;14;6;1;1;50;11;1;1;2;0;44
42851;1;14;4;1;1;50;12;1;1;2;1;36
42851;2;14;4;2;1;12;15;2;0;2;1;32
42853;2;14;4;1;1;40;15;2;0;1;1;37
42853;1;14;4;2;1;30;13;1;1;2;1;35
42855;1;14;3;1;1;50;11;1;1;2;1;39
42855;2;14;3;2;1;30;12;1;1;2;1;37
42855;3;14;3;2;1;51;10;2;0;2;0;18
42856;1;14;3;2;2;30;12;1;1;2;0;56
42880;1;14;3;2;1;11;18;1;1;2;1;59
42881;3;14;3;1;1;30;17;1;1;2;0;26
42881;2;14;3;2;1;20;15;2;0;2;0;56
42887;1;14;3;1;1;11;17;1;1;2;1;43
42887;2;14;3;1;1;51;11;2;0;2;0;20
42887;3;14;3;2;1;30;13;1;1;2;0;40
42889;2;14;3;2;1;11;18;1;1;2;1;37
42893;1;14;2;2;1;40;12;1;1;2;1;40
42893;3;14;2;2;1;40;14;1;1;2;0;22
42895;2;14;2;1;1;50;11;2;0;2;0;52
42895;1;14;2;2;1;30;12;1;1;2;1;53
42900;1;14;2;1;1;12;17;1;1;2;1;31
42900;2;14;2;2;1;11;18;1;1;2;1;29
42905;1;14;2;1;1;50;11;1;1;2;1;55
42905;4;14;2;1;1;12;17;2;0;2;0;24
42905;2;14;2;2;1;50;11;1;1;2;1;52
42909;2;14;2;1;1;50;11;1;1;2;1;41
42909;1;14;2;2;1;40;12;1;1;2;0;40
42921;1;14;2;1;1;50;11;1;1;2;1;59
42921;2;14;2;2;2;50;13;2;0;2;1;57
42928;2;14;2;1;1;50;11;1;1;2;1;43
42931;2;14;2;1;2;50;11;1;2;2;1;58
42941;3;14;2;1;1;51;9;2;0;2;0;17
42941;2;14;2;2;1;20;14;1;1;2;0;40
42950;1;14;2;1;1;30;14;1;1;2;0;47
42951;1;14;2;1;1;11;21;1;1;2;1;39
42951;2;14;2;2;1;11;18;1;1;2;1;37
42952;2;14;2;2;1;30;17;2;0;2;0;25
42957;2;14;2;1;2;50;11;2;0;2;1;56
42957;3;14;2;2;2;40;12;2;0;1;1;56
42958;1;14;2;1;1;50;11;2;0;2;0;64
42960;2;14;4;2;1;30;13;1;1;2;0;49
42960;3;14;4;2;1;20;15;2;0;2;0;25
42960;4;14;4;2;1;12;15;2;0;2;0;23
42961;3;14;4;1;1;50;11;1;1;2;1;36
42961;2;14;4;2;2;50;11;2;0;2;1;58
42961;4;14;4;2;1;30;14;1;2;2;1;34
42963;2;14;4;1;1;12;19;2;0;2;0;28
42963;1;14;4;2;1;11;19;1;1;2;1;51
42964;1;14;4;1;1;30;13;2;0;2;0;54
42964;5;14;4;1;1;51;11;2;0;2;0;19
42964;2;14;4;2;1;30;13;2;0;2;1;56
42964;3;14;4;2;2;51;9;2;0;2;0;29
42967;2;14;4;2;1;20;17;1;1;2;1;29
42969;2;14;4;2;1;30;12;1;1;2;0;56
42969;4;14;4;2;1;30;13;1;1;2;0;32
42974;4;14;4;2;1;40;13;2;0;2;0;21
42984;1;14;1;2;1;30;12;1;1;2;0;56
43003;1;14;1;1;1;30;13;1;1;2;0;52
43003;2;14;1;2;1;11;17;1;1;2;1;52
43004;2;14;1;1;1;40;12;1;1;2;1;39
43004;3;14;1;2;1;30;12;1;1;2;1;37
43023;1;14;1;1;1;11;20;1;1;2;0;32
43023;2;14;1;2;1;11;19;1;1;2;1;32
43035;1;14;1;1;1;11;7;1;1;2;1;47
43035;3;14;1;1;1;40;12;2;0;2;0;20
43037;2;14;1;1;1;20;16;1;1;2;0;36
43037;1;14;1;2;1;11;20;1;1;2;0;41
43038;1;14;1;1;1;20;12;1;1;2;0;41
43038;2;14;1;2;1;30;13;1;1;2;1;37
43039;1;14;1;1;1;30;14;1;1;2;0;43
43043;1;14;1;1;1;11;17;1;1;2;0;53
43043;3;14;1;2;1;51;10;2;0;2;0;18
43052;1;14;1;1;1;11;18;1;1;2;0;44
43052;2;14;1;2;1;11;18;1;1;2;0;44
43059;2;14;1;2;1;11;17;1;1;2;1;38
43070;1;14;1;1;1;11;17;1;1;2;0;63
43072;1;14;1;1;1;30;13;1;1;2;0;45
43072;2;14;1;2;1;30;13;1;1;2;0;43
43072;3;14;1;2;1;12;15;1;1;2;0;24
43085;1;14;1;1;1;50;10;2;0;1;1;59
43085;3;14;1;1;1;50;11;1;1;2;0;20
43086;1;14;1;1;1;40;13;2;0;2;1;63
43100;1;14;1;2;1;11;16;1;1;2;0;55
43115;1;14;1;1;1;11;17;1;1;2;1;38
43115;2;14;1;2;1;11;17;1;1;2;1;40
43120;1;14;1;1;1;30;14;2;0;2;0;63
43132;2;14;1;2;1;11;17;1;1;2;1;31
43142;1;14;1;2;1;11;17;1;1;2;0;26
43212;1;14;1;2;1;11;16;1;1;2;1;33
43233;1;14;1;1;1;12;16;1;1;2;0;56
43233;2;14;1;2;1;30;12;1;1;2;1;55
43233;3;14;1;2;1;11;17;2;0;2;0;27
43238;1;14;1;1;2;50;11;2;0;1;1;62
43244;3;14;1;1;1;40;12;2;0;2;0;21
43244;1;14;1;2;1;12;15;1;1;2;1;42
43253;1;14;1;2;1;11;20;1;1;2;1;52
43253;3;14;1;2;1;51;12;2;0;2;0;19
43284;1;14;1;1;1;50;11;1;1;2;0;45
43284;3;14;1;1;1;51;11;2;0;2;0;19
43284;2;14;1;2;1;30;12;1;1;2;1;42
43287;2;14;1;1;1;12;17;1;1;2;0;25
43287;1;14;1;2;1;11;17;1;1;2;0;51
43287;3;14;1;2;1;40;14;2;0;2;0;22
43299;3;14;1;2;1;11;15;2;0;1;0;23
43305;1;14;1;1;1;50;11;2;0;2;1;60
43305;2;14;1;2;1;30;13;1;1;2;1;56
43313;2;14;1;1;2;30;13;2;0;2;0;51
43322;1;14;1;1;1;12;18;1;1;2;1;37
43322;2;14;1;2;1;12;15;1;1;2;1;35
43325;3;14;1;1;1;30;13;1;1;2;0;37
43325;4;14;1;1;1;30;13;2;0;2;0;34
43341;5;14;1;1;1;30;13;1;1;2;0;31
43341;2;14;1;2;1;40;12;1;1;2;1;50
43342;3;14;1;2;1;11;17;1;1;2;0;41
43343;1;14;1;1;1;11;17;1;1;2;1;37
43343;2;14;1;2;1;30;14;1;1;2;1;37
43367;1;14;1;1;1;11;18;2;0;2;0;42
43367;2;14;1;2;1;10;22;1;2;2;1;37
43372;1;14;1;1;1;40;12;1;1;2;0;36
43372;2;14;1;2;1;11;16;1;1;2;1;37
43389;1;14;1;2;1;11;17;2;0;2;0;59
43421;2;14;1;2;1;11;17;1;1;2;1;36
43452;1;14;1;1;2;60;7;1;2;2;0;62
43469;3;14;1;1;1;11;17;1;1;2;0;36
43489;1;14;1;1;2;50;11;2;0;2;1;64
43489;3;14;1;2;1;12;18;1;1;2;0;27
43523;6;14;1;1;1;30;12;1;1;2;1;40
43523;5;14;1;2;1;30;12;1;1;2;1;36
43533;2;14;1;1;1;12;17;1;1;2;1;63
43533;4;14;1;1;2;40;19;2;0;2;0;26
43533;1;14;1;2;1;12;17;1;1;2;1;58
43534;1;14;1;1;1;30;13;1;1;2;1;36
43534;2;14;1;2;1;11;17;1;1;2;1;36
43554;1;14;1;1;1;40;17;1;1;2;1;43
43554;2;14;1;2;1;11;17;1;1;2;1;40
43578;2;14;1;2;1;11;19;1;1;2;1;57
43595;4;14;1;1;1;51;12;2;0;2;0;19
43595;3;14;1;2;1;50;11;1;1;2;0;41
43655;2;16;4;2;1;11;17;2;0;1;1;34
43667;3;16;6;1;1;50;11;2;0;2;0;21
43667;1;16;6;2;2;50;11;1;1;2;1;47
43667;4;16;6;2;1;51;9;2;0;2;0;18
43668;1;16;6;2;1;50;11;1;1;2;1;39
43672;1;16;5;1;2;50;11;1;1;2;1;35
43672;3;16;5;1;1;50;13;1;1;2;0;23
43672;2;16;5;2;1;30;13;2;0;2;0;46
43676;1;16;5;1;2;50;11;2;0;2;1;63
43677;2;16;5;2;1;11;16;2;0;1;1;33
43684;1;16;5;1;2;60;8;2;0;1;1;52
43684;2;16;5;2;2;70;0;2;0;2;0;42
43694;3;16;5;1;1;50;11;1;1;2;0;46
43694;4;16;5;2;1;50;11;2;0;2;0;35
43697;3;16;5;1;1;11;17;1;1;2;0;30
43701;3;16;4;1;1;40;12;1;1;2;0;63
43702;1;16;4;2;2;40;12;2;0;2;0;56
43702;3;16;4;2;1;30;13;2;0;2;0;26
43707;3;16;4;1;1;30;13;1;1;2;0;26
43707;4;16;4;1;1;40;13;1;1;2;0;22
43707;2;16;4;2;2;60;10;1;1;2;1;47
43719;2;16;4;2;2;20;14;1;1;2;0;57
43723;2;16;4;2;1;11;19;1;1;2;1;51
43724;2;16;4;2;2;50;11;1;2;2;0;54
43732;1;16;6;1;1;50;11;1;1;2;0;47
43736;1;16;4;1;1;30;15;2;0;2;1;60
43746;1;16;6;1;1;12;18;1;1;2;0;38
43746;2;16;6;2;1;50;11;1;1;2;1;33
43747;2;16;6;1;2;51;11;2;0;1;0;25
43749;1;16;6;1;1;50;11;1;1;2;0;49
43749;3;16;6;1;1;51;12;2;0;1;0;20
43749;2;16;6;2;2;60;8;2;0;2;0;43
43749;4;16;6;2;1;40;12;2;0;2;0;19
43750;1;16;6;1;2;50;11;2;0;1;0;54
43750;2;16;6;2;2;50;11;2;0;2;1;54
43751;1;16;6;1;2;60;8;1;1;2;0;59
43751;3;16;6;1;1;50;12;1;1;2;0;27
43751;2;16;6;2;2;50;11;2;0;2;1;56
43752;2;16;6;2;2;30;13;1;1;2;0;46
43753;1;16;6;1;1;60;8;2;0;2;0;52
43753;3;16;6;1;1;50;13;2;0;1;0;22
43753;4;16;6;2;1;60;8;2;0;2;1;31
43755;4;16;6;1;1;30;13;1;1;2;1;27
43755;5;16;6;1;1;30;13;2;0;2;1;64
43762;1;16;5;1;1;50;11;2;0;2;1;62
43776;1;16;6;1;2;60;8;2;0;2;0;63
43779;1;16;6;1;1;50;10;1;1;2;0;31
43780;1;16;6;1;1;30;13;2;0;2;0;56
43780;3;16;6;1;1;50;11;1;1;2;1;30
43780;4;16;6;1;1;50;11;1;1;2;0;28
